"Method","Time (ms)","Own Time (ms)"
"mb.nabl2.terms.matching.TermMatch$M.lambda$176(TermMatch$IMatcher, ITerm, IUnifier) TermMatch.java","1010","0"
"mb.nabl2.terms.matching.PatternVar.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) PatternVar.java","1007","34"
"io.usethesource.capsule.core.PersistentTrieSet$SetKeyIterator.<init>(PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","992","2"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractSetIterator.<init>(PersistentTrieSet$AbstractSetNode) PersistentTrieSet.java","989","781"
"mb.statix.concurrent.StatixSolver$1.caseTellEdge(CTellEdge) StatixSolver.java","985","0"
"mb.statix.concurrent.StatixSolver$1.caseTellEdge(CTellEdge) StatixSolver.java","985","0"
"mb.statix.constraints.CTellEdge.matchOrThrow(IConstraint$CheckedCases) CTellEdge.java","985","0"
"mb.nabl2.terms.unification.u.BaseUnifier.getVars(Set, LinkedList, Set, Set$Transient) BaseUnifier.java","981","0"
"mb.nabl2.terms.unification.u.BaseUnifier.getVars(ITermVar, LinkedList, Set, Set$Transient) BaseUnifier.java","981","93"
"mb.nabl2.terms.unification.u.BaseUnifier.isCyclic(Set, Set, Map) BaseUnifier.java","979","5"
"mb.statix.constraints.CExists.apply(ISubstitution$Immutable) CExists.java","958","29"
"mb.statix.constraints.CExists.apply(ISubstitution$Immutable) CExists.java","958","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$45.apply(Object)","958","14"
"mb.nabl2.terms.unification.u.BaseUnifier.isCyclic(ITermVar, Set, Map) BaseUnifier.java","955","32"
"io.usethesource.capsule.core.PersistentTrieSet.__insertAll(Set) PersistentTrieSet.java","947","0"
"io.usethesource.capsule.core.PersistentTrieSet.__insertAllEquivalent(Set, EqualityComparator) PersistentTrieSet.java","947","47"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$0(ITermVar) BaseUnifier.java","943","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit._start(List) ScopeGraphLibraryUnit.java","940","0"
"mb.p_raffrayi.impl.ScopeGraphLibraryUnit.buildScopeGraph(List) ScopeGraphLibraryUnit.java","940","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$170(TermMatch$IMatcher[], ITerm, IUnifier) TermMatch.java","933","6"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$24.match(ITerm, IUnifier)","933","0"
"mb.nabl2.terms.matching.TermMatch$M.lambda$38(Function3, String, TermMatch$IMatcher, TermMatch$IMatcher, ITerm, IUnifier) TermMatch.java","919","2"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$29.match(ITerm, IUnifier)","919","0"
"mb.statix.concurrent.StatixLibrary.initialize(List, Function1) StatixLibrary.java","916","169"
"org.metaborg.util.collection.CapsuleUtil.immutableSet(Object) CapsuleUtil.java","911","0"
"mb.statix.spec.RuleUtil.closeInUnifier(Rule, IUnifier$Immutable, ApplyMode$Safety) RuleUtil.java","909","0"
"mb.statix.concurrent.StatixSolver.delay(IConstraint, Delay) StatixSolver.java","896","6"
"java.util.Objects.hash(Object[]) Objects.java","892","494"
"java.util.HashMap.put(Object, Object) HashMap.java","880","834"
"mb.statix.solver.completeness.Completeness.getVarsOrScopes(Iterable, IUnifier) Completeness.java","876","29"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.freeze() PersistentUnifier.java","874","579"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndSetValue(AtomicReference, int, Object) PersistentTrieMap.java","863","473"
"mb.nabl2.terms.unification.u.BaseUnifier.findRecursive(ITerm) BaseUnifier.java","855","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier.findRecursive(ITerm) BaseUniDisunifier.java","855","0"
"mb.nabl2.terms.Terms$CheckedCaseBuilder$1.caseList(IListTerm) Terms.java","854","0"
"mb.nabl2.terms.build.AAppl1Term.matchOrThrow(ITerm$CheckedCases) AAppl1Term.java","852","22"
"mb.nabl2.terms.unification.u.BaseUnifier.findTermRecursive(ITerm, Set, Map) BaseUnifier.java","841","0"
"mb.statix.solver.completeness.Completeness$Transient.removeAll(ICompleteness$Immutable, IUnifier) Completeness.java","841","5"
"io.usethesource.capsule.core.PersistentTrieSet$TransientTrieSet.__insertEquivalent(Object, EqualityComparator) PersistentTrieSet.java","840","0"
"org.metaborg.util.collection.CapsuleUtil.transientSet() CapsuleUtil.java","840","22"
"mb.nabl2.terms.substitution.FreshVars.fresh(Set) FreshVars.java","834","9"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.__remove(Object) PersistentTrieMap.java","825","1"
"mb.statix.spec.RuleUtil.hoist(Rule) RuleUtil.java","824","45"
"mb.nabl2.terms.build.TermBuild$B.newAppl(String, Iterable, IAttachments) TermBuild.java","823","257"
"mb.nabl2.terms.matching.ApplPattern.getVars() ApplPattern.java","822","22"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.put(ITermVar, ITerm) PersistentSubstitution.java","821","19"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.contains(Object, int, int, EqualityComparator) PersistentTrieSet.java","816","125"
"mb.statix.solver.persistent.AState.freshVar(ITermVar) AState.java","816","0"
"mb.statix.solver.persistent.AState.freshVar(String, IAttachments) AState.java","816","95"
"mb.nabl2.terms.matching.ApplPattern.getVars() ApplPattern.java","812","0"
"mb.nabl2.terms.build.ATermVar.getVars() ATermVar.java","805","59"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.__removeEquivalent(Object, EqualityComparator) PersistentTrieMap.java","804","51"
"mb.nabl2.terms.build.ATermVar.equals(Object) ATermVar.java","798","724"
"org.metaborg.util.future.CompletedFuture.handle(CheckedFunction2) CompletedFuture.java","798","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$906.apply(Object)","792","20"
"java.lang.invoke.LambdaForm$MH.245257410.linkToTargetMethod(Object, Object, Object) LambdaForm$MH","788","187"
"mb.p_raffrayi.actors.deadlock.ChandyMisraHaas.reply(Object, int, Set) ChandyMisraHaas.java","787","69"
"mb.p_raffrayi.impl.AbstractUnit._deadlockReply(IProcess, int, Set) AbstractUnit.java","787","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$1(ScopePath, IQuery, DataWf, ILogger, Object, IActorRef, DataLeq, IActorRef, boolean, IActorRef) AbstractUnit.java","772","7"
"mb.statix.constraints.CUser.unsafeApply(ISubstitution$Immutable) CUser.java","755","22"
"mb.statix.constraints.CUser.unsafeApply(ISubstitution$Immutable) CUser.java","755","0"
"com.google.common.collect.ImmutableList.iterator() ImmutableList.java","751","646"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$2(Set, Map, IApplTerm) BaseUnifier.java","748","56"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$970.apply(Object)","748","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1006.apply(Object, Object)","739","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$11(TypeCheckerState, ICompletableFuture, Boolean, Throwable) AbstractUnit.java","723","0"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1009.apply(Object, Object)","723","0"
"mb.statix.concurrent.StatixSolver.getOpenEdges(ITerm) StatixSolver.java","722","0"
"mb.nabl2.terms.build.AAppl2Term.matchOrThrow(ITerm$CheckedCases) AAppl2Term.java","721","25"
"mb.statix.concurrent.util.VarIndexedCollection.update(Iterable, IUnifier) VarIndexedCollection.java","714","13"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__removeEquivalentWithCapability(AtomicReference, Object, EqualityComparator) PersistentTrieSet.java","707","20"
"mb.statix.constraints.Constraints.disjoin(IConstraint) Constraints.java","696","32"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable.retainAll(Iterable) PersistentUnifier.java","695","0"
"mb.statix.concurrent.StatixSolver.lambda$27(CompletableFuture, ITerm) StatixSolver.java","694","0"
"mb.statix.concurrent.StatixSolver$$Lambda$1091.apply()","694","0"
"mb.nabl2.terms.build.AbstractApplTerm.getVars() AbstractApplTerm.java","686","171"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__insertAll(Set) PersistentTrieSet.java","683","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.removed(AtomicReference, Object, int, int, SetNodeResult, EqualityComparator) PersistentTrieSet.java","677","182"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.removed(AtomicReference, Object, int, int, SetNodeResult, EqualityComparator) PersistentTrieSet.java","675","19"
"mb.p_raffrayi.impl.AbstractUnit.isComplete(Object, EdgeOrData, IActorRef) AbstractUnit.java","674","3"
"mb.statix.spec.PreSolvedConstraint.of(IConstraint) PreSolvedConstraint.java","672","24"
"mb.nabl2.terms.substitution.ISubstitution.apply(List) ISubstitution.java","669","23"
"java.util.HashMap.get(Object) HashMap.java","665","302"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.removed(AtomicReference, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","659","234"
"mb.nabl2.terms.matching.TermPattern$P.match(Iterable, Iterable, IUnifier$Immutable) TermPattern.java","654","0"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$528.apply(Object)","645","37"
"mb.nabl2.terms.build.ATermVar.hashCode() ATermVar.java","644","572"
"java.util.Optional.orElseGet(Supplier) Optional.java","640","0"
"mb.p_raffrayi.actors.impl.Actor.put(Actor$Message) Actor.java","638","5"
"org.metaborg.util.collection.MultiSet$Immutable.melt() MultiSet.java","631","206"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$$Lambda$354.equals(Object, Object)","623","198"
"mb.statix.concurrent.util.VarIndexedCollection.update(ITermVar, IUnifier, Set$Transient) VarIndexedCollection.java","623","1"
"mb.p_raffrayi.impl.AbstractUnit$1.getEdges(Object, Object) AbstractUnit.java","617","13"
"mb.p_raffrayi.nameresolution.StateMachineQuery$1.getEdges(Object, Object) StateMachineQuery.java","617","0"
"mb.statix.concurrent.StatixSolver.closeEdge(CriticalEdge) StatixSolver.java","616","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.contains(Object) PersistentTrieSet.java","608","0"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.containsEquivalent(Object, EqualityComparator) PersistentTrieSet.java","608","69"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$5(ITermVar) PersistentSubstitution.java","608","15"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.removed(AtomicReference, Object, int, int, MapNodeResult, EqualityComparator) PersistentTrieMap.java","607","49"
"mb.nabl2.terms.unification.ud.IUniDisunifier$Immutable.unify(ITerm, ITerm) IUniDisunifier.java","604","30"
"java.util.HashSet.add(Object) HashSet.java","601","576"
"io.usethesource.capsule.core.PersistentTrieSet$TransientTrieSet.__remove(Object) PersistentTrieSet.java","599","33"
"mb.statix.solver.completeness.Completeness$Immutable.melt() Completeness.java","594","7"
"mb.nabl2.terms.substitution.PersistentSubstitution.apply(ITermVar) PersistentSubstitution.java","592","223"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet$$Lambda$205.equals(Object, Object)","582","520"
"mb.p_raffrayi.impl.AbstractUnit$$Lambda$452.apply(Object)","581","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.handleDeadlock(Set) TypeCheckerUnit.java","581","0"
"com.google.common.collect.HashMultimap.removeAll(Object) HashMultimap.java","580","573"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.getKey(int) PersistentTrieSet.java","575","575"
"io.usethesource.capsule.core.PersistentTrieMap$AbstractMapIterator.<init>(PersistentTrieMap$AbstractMapNode) PersistentTrieMap.java","569","175"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__removeWithCapability(AtomicReference, Object) PersistentTrieSet.java","565","0"
"java.util.Collection.stream() Collection.java","565","555"
"org.metaborg.util.collection.MultiSetMap$Immutable.melt() MultiSetMap.java","563","196"
"io.usethesource.capsule.core.PersistentTrieMap.transientOf() PersistentTrieMap.java","563","23"
"io.usethesource.capsule.Map$Transient.of() Map.java","563","0"
"io.usethesource.capsule.core.PersistentTrieMap$$Lambda$355.equals(Object, Object)","562","315"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.findRep(ITermVar) PersistentUnifier.java","560","47"
"org.metaborg.util.future.CompletedFuture.thenApply(CheckedFunction1) CompletedFuture.java","559","0"
"mb.statix.spec.PreSolvedConstraint.cleanup() PreSolvedConstraint.java","554","0"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$983.apply(Object)","553","20"
"mb.statix.solver.completeness.Completeness$Immutable.retainAll(Iterable, IUnifier) Completeness.java","549","14"
"mb.nabl2.terms.matching.Pattern.match(ITerm, IUnifier$Immutable) Pattern.java","548","10"
"org.metaborg.util.future.CompletableFuture.thenApply(CheckedFunction1) CompletableFuture.java","547","94"
"mb.nabl2.terms.unification.u.BaseUnifier.findRecursiveTerms(Iterable, Set, Map) BaseUnifier.java","547","46"
"mb.nabl2.terms.matching.TermMatch$IMatcher.match(ITerm) TermMatch.java","547","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.doCapture() TypeCheckerUnit.java","543","50"
"java.util.stream.StreamSupport.stream(Spliterator, boolean) StreamSupport.java","543","533"
"io.usethesource.capsule.core.PersistentTrieSet$TransientTrieSet.<init>(PersistentTrieSet) PersistentTrieSet.java","543","231"
"mb.statix.solver.store.BaseConstraintStore.activateFromVars(Iterable, IDebugContext) BaseConstraintStore.java","540","0"
"mb.p_raffrayi.actors.impl.Actor.lambda$5(Function0, Object, Method, Object[]) Actor.java","537","31"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$447.invoke(Object, Method, Object[])","537","0"
"java.lang.Object.<init>() Object.java","533","520"
"mb.nabl2.terms.unification.u.BaseUnifier.findVarRecursive(ITermVar, Set, Map) BaseUnifier.java","533","0"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$7(Set, Map, ITermVar) BaseUnifier.java","533","0"
"mb.statix.constraints.CCompiledQuery.apply(ISubstitution$Immutable) CCompiledQuery.java","532","21"
"mb.statix.constraints.CCompiledQuery.apply(ISubstitution$Immutable) CCompiledQuery.java","532","0"
"mb.statix.constraints.CCompiledQuery.hashCode() CCompiledQuery.java","529","1"
"com.google.common.collect.AbstractSetMultimap.removeAll(Object) AbstractSetMultimap.java","527","524"
"mb.statix.solver.completeness.Completeness.lambda$4(IUnifier, ITerm) Completeness.java","521","0"
"mb.statix.solver.completeness.Completeness$$Lambda$770.apply(Object)","521","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.containsKey(Object, int, int, EqualityComparator) PersistentTrieMap.java","514","109"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.removeRangeVar(ITermVar, int) PersistentUnifier.java","514","0"
"mb.nabl2.terms.unification.u.BaseUnifier$Transient.unify(ITerm, ITerm, Predicate1) BaseUnifier.java","511","0"
"mb.nabl2.terms.unification.u.IUnifier$Transient.unify(ITerm, ITerm) IUnifier.java","511","0"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.containsKey(Object) PersistentTrieMap.java","507","24"
"mb.statix.spec.PreSolvedConstraint.extern(Iterable) PreSolvedConstraint.java","505","6"
"mb.nabl2.terms.build.AConsTerm.matchOrThrow(ITerm$CheckedCases) AConsTerm.java","503","2"
"mb.nabl2.terms.substitution.FreshVars.<init>(Iterable) FreshVars.java","503","193"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractSetIterator.hasNext() PersistentTrieSet.java","499","210"
"mb.nabl2.terms.substitution.PersistentSubstitution$$Lambda$512.apply(Object)","499","51"
"mb.nabl2.terms.Terms.applyLazy(List, Function1) Terms.java","493","32"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.getTerm(ITermVar) PersistentUnifier.java","493","0"
"java.lang.String.replaceAll(String, String) String.java","488","476"
"mb.nabl2.terms.build.AbstractApplTerm.hashCode() AbstractApplTerm.java","487","72"
"io.usethesource.capsule.core.PersistentTrieSet.contains(Object) PersistentTrieSet.java","479","0"
"io.usethesource.capsule.core.PersistentTrieSet.containsEquivalent(Object, EqualityComparator) PersistentTrieSet.java","479","30"
"mb.nabl2.terms.Terms$1.caseList(IListTerm) Terms.java","477","0"
"mb.statix.constraints.Constraints.disjoin(IConstraint, Action1) Constraints.java","477","8"
"mb.nabl2.terms.build.AConsTerm.match(ITerm$Cases) AConsTerm.java","476","3"
"mb.statix.solver.completeness.ICompleteness$Transient.updateAll(Iterable, IUnifier) ICompleteness.java","475","9"
"mb.statix.spec.PreSolvedConstraint.preSolve(IConstraint, Function1, IUniDisunifier$Transient, Predicate1, Set, Collection, ICompleteness$Transient, Map, Collection, Map, IConstraint, boolean) PreSolvedConstraint.java","473","15"
"java.util.concurrent.ConcurrentLinkedDeque.poll() ConcurrentLinkedDeque.java","469","469"
"mb.nabl2.terms.substitution.PersistentSubstitution$Immutable.removeAll(Iterable) PersistentSubstitution.java","469","4"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap.containsKeyEquivalent(Object, EqualityComparator) PersistentTrieMap.java","468","116"
"org.metaborg.util.collection.CapsuleUtil.toSet(Iterable) CapsuleUtil.java","465","108"
"mb.statix.concurrent.StatixSolver.finishSolve() StatixSolver.java","463","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.<init>(boolean) PersistentUnifier.java","462","89"
"org.metaborg.util.collection.MultiSet$Transient.addAll(Iterable) MultiSet.java","460","19"
"mb.nabl2.terms.build.AbstractApplTerm.match(ITerm$Cases) AbstractApplTerm.java","457","9"
"com.google.common.collect.ImmutableSet.builder() ImmutableSet.java","455","455"
"com.google.common.collect.HashMultimap.put(Object, Object) HashMultimap.java","453","340"
"mb.statix.spec.ARule.apply(ISubstitution$Immutable) ARule.java","452","0"
"io.usethesource.capsule.core.PersistentTrieMap$3.iterator() PersistentTrieMap.java","450","28"
"mb.statix.concurrent.StatixSolver.lambda$14(Function0, CompletableFuture) StatixSolver.java","445","1"
"mb.statix.concurrent.StatixSolver$$Lambda$1004.apply()","445","0"
"com.sun.proxy.$Proxy2._query(IActorRef, ScopePath, IQuery, DataWf, DataLeq)","445","0"
"mb.statix.constraints.CCompiledQuery.unsafeApply(ISubstitution$Immutable) CCompiledQuery.java","442","80"
"mb.nabl2.terms.build.ITermBuild.newTuple(Iterable) ITermBuild.java","442","18"
"mb.statix.solver.completeness.Completeness$Immutable.melt() Completeness.java","442","0"
"mb.nabl2.terms.matching.TermMatch$M$$Lambda$353.match(ITerm, IUnifier)","435","19"
"mb.nabl2.terms.build.ANilTerm.matchOrThrow(ITerm$CheckedCases) ANilTerm.java","435","0"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.dataIndex(int) PersistentTrieSet.java","434","432"
"mb.nabl2.terms.substitution.PersistentSubstitution.lambda$0(IApplTerm) PersistentSubstitution.java","432","2"
"mb.nabl2.terms.matching.PatternVar.asTerm(Action2, Function1) PatternVar.java","430","0"
"java.util.Optional.of(Object) Optional.java","430","291"
