"Method","Time (ms)","Own Time (ms)"
"mb.statix.constraints.CFalse.unsafeApply(ISubstitution$Immutable) CFalse.java","180","19"
"mb.statix.constraints.Constraints$1.caseConj(CConj) Constraints.java","180","0"
"mb.statix.solver.completeness.CompletenessUtil.lambda$24(SetMultimap, Action2, CConj) CompletenessUtil.java","180","3"
"mb.statix.solver.completeness.CompletenessUtil$$Lambda$338.apply(Object)","180","0"
"mb.nabl2.terms.build.AbstractApplTerm.matchOrThrow(ITerm$CheckedCases) AbstractApplTerm.java","179","4"
"mb.statix.solver.completeness.ICompleteness$Transient$$Lambda$663.get$Lambda(ICompleteness$Transient, IUnifier)","179","154"
"io.usethesource.capsule.core.PersistentTrieMap.containsKey(Object) PersistentTrieMap.java","179","15"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.getInvReps() PersistentUnifier.java","178","2"
"mb.statix.solver.completeness.Completeness$Transient.lambda$3(Map$Entry, Set$Transient, ITerm) Completeness.java","178","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$591.accept(Object)","178","0"
"mb.nabl2.terms.unification.u.BaseUnifier.lambda$11(Set, Map, Ref, IConsTerm) BaseUnifier.java","178","0"
"mb.statix.solver.completeness.Completeness$Transient.update(ITermVar, IUnifier) Completeness.java","178","0"
"io.usethesource.capsule.Map$Transient.of() Map.java","176","31"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.of() PersistentSubstitution.java","176","33"
"io.usethesource.capsule.core.trie.SetNodeResult.unchanged() SetNodeResult.java","176","121"
"com.google.common.collect.AbstractSetMultimap.removeAll(Object) AbstractSetMultimap.java","175","151"
"io.usethesource.capsule.Set$Immutable.intersect(Set$Immutable, Set$Immutable) Set.java","174","14"
"mb.nabl2.terms.matching.Pattern.lambda$3(VarProvider, Optional) Pattern.java","173","32"
"mb.nabl2.terms.matching.Pattern$$Lambda$765.apply(Object)","173","0"
"mb.nabl2.terms.substitution.Renaming$Builder.<init>() Renaming.java","173","0"
"mb.nabl2.terms.substitution.Renaming$Builder.<init>(Renaming$Builder) Renaming.java","173","0"
"java.util.Optional.map(Function) Optional.java","171","31"
"mb.nabl2.terms.matching.TermPattern$P.lambda$1(Predicate1, IApplTerm) TermPattern.java","171","25"
"com.google.common.collect.HashBiMap.create() HashBiMap.java","170","153"
"org.metaborg.util.collection.MultiSet$MultiSetIterator.hasNext() MultiSet.java","168","5"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.hasPayload() PersistentTrieSet.java","168","162"
"mb.p_raffrayi.impl.tokens.InitScope.<init>(IActorRef, Object) InitScope.java","167","20"
"mb.p_raffrayi.impl.tokens.InitScope.of(IActorRef, Object) InitScope.java","167","0"
"io.usethesource.capsule.factory.DefaultSetFactory.transientOf() DefaultSetFactory.java","166","0"
"io.usethesource.capsule.Set$Transient.of() Set.java","166","0"
"org.metaborg.util.collection.MultiSetMap$Transient.putAll(Object, MultiSet$Immutable) MultiSetMap.java","165","0"
"java.util.stream.ReferencePipeline.forEach(Consumer) ReferencePipeline.java","164","96"
"mb.statix.constraints.messages.Message.apply(ISubstitution$Immutable) Message.java","164","3"
"mb.nabl2.terms.build.ITermBuild.newString(String) ITermBuild.java","163","0"
"mb.nabl2.terms.build.TermBuild$B.newString(String, IAttachments) TermBuild.java","163","0"
"io.usethesource.capsule.core.PersistentTrieMap.containsKeyEquivalent(Object, EqualityComparator) PersistentTrieMap.java","163","61"
"java.util.Objects.requireNonNull(Object, String) Objects.java","161","161"
"mb.nabl2.terms.build.AStringTerm.match(ITerm$Cases) AStringTerm.java","160","40"
"io.usethesource.capsule.core.PersistentTrieSet$AbstractTransientTrieSet.__removeAllEquivalent(Set, EqualityComparator) PersistentTrieSet.java","160","0"
"mb.p_raffrayi.actors.deadlock.ChandyMisraHaas.idle() ChandyMisraHaas.java","159","0"
"mb.p_raffrayi.impl.AbstractUnit.suspend() AbstractUnit.java","159","0"
"io.usethesource.capsule.core.PersistentTrieSet$TransientTrieSet.freeze() PersistentTrieSet.java","158","147"
"mb.statix.solver.query.QueryFilter.hashCode() QueryFilter.java","157","0"
"io.usethesource.capsule.core.PersistentTrieMap$3$1.next() PersistentTrieMap.java","157","63"
"mb.nabl2.terms.matching.ConsPattern.lambda$1(ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs, IConsTerm) ConsPattern.java","157","0"
"mb.nabl2.terms.matching.ConsPattern$$Lambda$738.apply(Object)","157","0"
"mb.p_raffrayi.impl.tokens.CloseLabel.<init>(IActorRef, Object, EdgeOrData) CloseLabel.java","157","11"
"com.google.common.collect.HashMultiset.remove(Object, int) HashMultiset.java","155","143"
"mb.statix.concurrent.GroupTypeChecker.lambda$2(IIncrementalTypeCheckerContext, List, List, Optional) GroupTypeChecker.java","154","0"
"mb.statix.concurrent.GroupTypeChecker$$Lambda$487.apply(Object)","154","0"
"mb.nabl2.terms.unification.ud.BaseUniDisunifier.isGround(ITerm) BaseUniDisunifier.java","154","12"
"mb.statix.scopegraph.Scope.getArgs() Scope.java","154","3"
"mb.statix.solver.store.BaseConstraintStore.remove() BaseConstraintStore.java","154","0"
"io.usethesource.capsule.core.trie.MapNodeResult.unchanged() MapNodeResult.java","154","87"
"mb.statix.constraints.CUser$$Lambda$559.accept(Object)","153","20"
"org.metaborg.util.collection.MultiSetMap$Transient.remove(Object, Object, int) MultiSetMap.java","153","0"
"mb.scopegraph.ecoop21.NameResolution.lambda$0(ScopePath, LabelWf, Set$Immutable, IFuture, List, Throwable) NameResolution.java","152","101"
"mb.p_raffrayi.impl.TypeCheckerUnit$$Lambda$1165.apply(Object, Object)","152","3"
"java.util.AbstractSet.<init>() AbstractSet.java","152","148"
"mb.statix.scopegraph.AScope.getArgs() AScope.java","151","0"
"mb.statix.constraints.Constraints.lambda$94(Deque, CConj) Constraints.java","149","0"
"mb.statix.constraints.Constraints$$Lambda$595.apply(Object)","149","0"
"mb.statix.constraints.Constraints$CaseBuilder$1.caseConj(CConj) Constraints.java","149","0"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$941.apply(Object, Object)","149","105"
"mb.nabl2.terms.unification.u.BaseUnifier$$Lambda$45.get$Lambda(BaseUnifier)","148","67"
"io.usethesource.capsule.core.PersistentTrieSet$BitmapIndexedSetNode.getKeyHash(int) PersistentTrieSet.java","148","66"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$643.apply(Object, Object)","146","33"
"io.usethesource.capsule.core.PersistentTrieMap.transientOf() PersistentTrieMap.java","145","70"
"mb.p_raffrayi.impl.tokens.CloseLabel.computeHashCode() CloseLabel.java","145","121"
"mb.nabl2.terms.matching.PatternAs.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) PatternAs.java","144","0"
"mb.statix.constraints.Constraints.visitFreeVars(Iterable, Action1) Constraints.java","143","2"
"com.google.common.collect.AbstractMultiset.remove(Object) AbstractMultiset.java","143","130"
"mb.nabl2.terms.substitution.PersistentSubstitution.entrySet() PersistentSubstitution.java","143","25"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$905.apply(Object)","142","10"
"mb.nabl2.terms.unification.u.BaseUnifier.isGround(ITerm) BaseUnifier.java","142","0"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.nodeOf(AtomicReference, int, int, Object[]) PersistentTrieMap.java","141","84"
"mb.statix.solver.completeness.Completeness$Transient.lambda$1(Map$Entry, ITerm) Completeness.java","141","0"
"mb.statix.solver.completeness.Completeness$Transient$$Lambda$534.accept(Object)","141","0"
"mb.nabl2.terms.matching.Pattern.lambda$4(VarProvider) Pattern.java","141","0"
"mb.nabl2.terms.matching.Pattern$$Lambda$805.get()","141","0"
"mb.nabl2.terms.matching.VarProvider$1.freshWld() VarProvider.java","141","0"
"mb.statix.spec.ApplyRelaxed.lambda$1(FreshVars) ApplyRelaxed.java","141","0"
"mb.statix.spec.ApplyRelaxed$$Lambda$558.apply()","141","0"
"mb.nabl2.terms.build.StringTerm.<init>(String) StringTerm.java","141","34"
"mb.nabl2.terms.build.StringTerm.of(String) StringTerm.java","141","0"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$7.<init>(DefaultSetFactory)","139","139"
"mb.nabl2.terms.unification.ud.PersistentUniDisunifier$Immutable.diff(ITerm, ITerm) PersistentUniDisunifier.java","138","0"
"com.google.common.collect.Streams.stream(Iterable) Streams.java","137","137"
"mb.nabl2.terms.matching.TermPattern$P.lambda$6(Predicate1, ITermVar) TermPattern.java","137","32"
"mb.nabl2.terms.matching.TermPattern$P$$Lambda$891.apply(Object)","137","0"
"org.slf4j.LoggerFactory.getLogger(Class) LoggerFactory.java","137","137"
"mb.nabl2.terms.unification.u.PersistentUnifier$Transient.removeTerm(ITermVar) PersistentUnifier.java","136","13"
"io.usethesource.capsule.core.AbstractTransientTrieSetMultimap.__remove(Object, Object) AbstractTransientTrieSetMultimap.java","135","0"
"org.metaborg.util.collection.HashTrieRelation3$Transient.remove(Object, Object, Object) HashTrieRelation3.java","135","0"
"mb.statix.solver.persistent.Solver.entailed(IState$Immutable, Solver$PreSolveResult, IDebugContext) Solver.java","135","0"
"mb.statix.solver.completeness.Completeness$Transient.freeze() Completeness.java","135","29"
"mb.scopegraph.ecoop21.NameResolution$$Lambda$1045.apply(Object)","135","41"
"java.util.Set.spliterator() Set.java","134","134"
"mb.statix.solver.completeness.Completeness$Transient.<init>(MultiSetMap$Transient, Completeness$Transient) Completeness.java","134","61"
"java.lang.ThreadLocal.set(Object) ThreadLocal.java","134","134"
"mb.statix.spec.ARule$$Lambda$330.apply(Object)","134","11"
"mb.nabl2.terms.build.AApplTerm.match(ITerm$Cases) AApplTerm.java","134","0"
"mb.statix.concurrent.ProjectTypeChecker.run(IIncrementalTypeCheckerContext, List) ProjectTypeChecker.java","133","0"
"com.google.common.collect.ImmutableMap.copyOf(Map) ImmutableMap.java","133","126"
"mb.nabl2.terms.substitution.PersistentSubstitution$Transient.removeAll(Iterable) PersistentSubstitution.java","132","0"
"mb.statix.constraints.CUser.lambda$1(Action1, ITerm) CUser.java","132","5"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$2(ScopePath, IQuery, DataWf, IQueryAnswer) AbstractUnit.java","132","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.addEdge(Object, Object, Object) TypeCheckerUnit.java","132","0"
"mb.p_raffrayi.impl.TypeCheckerUnit.setDatum(Object, Object) TypeCheckerUnit.java","132","5"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.hasNodes() PersistentTrieMap.java","131","97"
"mb.nabl2.terms.build.ConsTerm.isGround() ConsTerm.java","131","34"
"org.metaborg.util.future.AggregateFuture$$Lambda$473.get$Lambda(AggregateFuture, int)","131","2"
"java.util.Optional.ofNullable(Object) Optional.java","131","86"
"io.usethesource.capsule.Set$Immutable.subtract(Set$Immutable, Set$Immutable) Set.java","130","14"
"org.metaborg.util.future.CompletableFuture.completedFuture(Object) CompletableFuture.java","129","100"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$1167.apply(Object, Object)","129","0"
"org.metaborg.util.future.AggregateFuture$$Lambda$473.<init>(AggregateFuture, int)","128","118"
"com.google.common.collect.ImmutableSet.builderWithExpectedSize(int) ImmutableSet.java","127","127"
"java.util.stream.ReferencePipeline.count() ReferencePipeline.java","127","127"
"com.google.common.collect.HashMultiset.setCount(Object, int) HashMultiset.java","127","127"
"io.usethesource.capsule.core.PersistentTrieSet$CompactSetNode.nodeOf(AtomicReference, int, int, Object[]) PersistentTrieSet.java","127","88"
"mb.nabl2.terms.matching.ConsPattern.asTerm(Action2, Function1) ConsPattern.java","126","0"
"mb.statix.solver.persistent.ASolverResult.hasErrors() ASolverResult.java","125","0"
"mb.nabl2.terms.matching.StringPattern$$Lambda$1080.apply(Object)","124","27"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.removed(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","123","0"
"io.usethesource.capsule.core.PersistentTrieSetMultimap$CompactSetMultimapNode.removed(AtomicReference, Object, Object, int, int, MultimapResult, EqualityComparator) PersistentTrieSetMultimap.java","123","3"
"com.google.common.collect.AbstractMultiset.add(Object) AbstractMultiset.java","123","99"
"mb.statix.scopegraph.AScope.equals(Object) AScope.java","123","111"
"mb.nabl2.terms.matching.NilPattern.matchTerm(ITerm, ISubstitution$Transient, IUnifier$Immutable, Pattern$Eqs) NilPattern.java","123","7"
"mb.statix.solver.Delay.ofVars(Iterable) Delay.java","122","72"
"mb.statix.spec.ARule.lambda$0(Pattern) ARule.java","122","0"
"mb.statix.constraints.CEqual.doVisitFreeVars(Action1) CEqual.java","122","0"
"org.metaborg.util.collection.ConsList$1.next() ConsList.java","122","57"
"io.usethesource.capsule.factory.DefaultSetFactory.lambda$transientOf$4() DefaultSetFactory.java","122","0"
"io.usethesource.capsule.factory.DefaultSetFactory$$Lambda$335.call()","122","0"
"mb.p_raffrayi.impl.AbstractUnit.doInitShare(IActorRef, Object, Iterable, boolean) AbstractUnit.java","121","2"
"com.google.common.collect.ImmutableListMultimap.get(Object) ImmutableListMultimap.java","119","119"
"mb.statix.spec.RuleSet.getRules(String) RuleSet.java","119","0"
"mb.statix.constraints.CExists.match(IConstraint$Cases) CExists.java","119","15"
"io.usethesource.capsule.core.trie.SetNodeResultImpl.updateDeltaSize(int) SetNodeResultImpl.java","118","118"
"io.usethesource.capsule.core.PersistentTrieMap$BitmapIndexedMapNode.copyAndSetNode(AtomicReference, int, PersistentTrieMap$AbstractMapNode) PersistentTrieMap.java","118","91"
"io.usethesource.capsule.core.PersistentTrieMap$AbstractMapNode.isAllowedToEdit(AtomicReference, AtomicReference) PersistentTrieMap.java","118","79"
"java.lang.invoke.LambdaForm$MH.121295574.linkToTargetMethod(Object, Object, Object, Object) LambdaForm$MH","118","30"
"mb.scopegraph.oopsla20.reference.ScopeGraph$Transient.setDatum(Object, Object) ScopeGraph.java","118","0"
"mb.p_raffrayi.actors.impl.Actor.doStart(IActorInternal, Function1) Actor.java","117","0"
"mb.p_raffrayi.actors.impl.Actor.lambda$2(IActorInternal, Function1) Actor.java","117","0"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$445.dispatch()","117","0"
"com.google.common.collect.LinkedListMultimap.create() LinkedListMultimap.java","115","115"
"mb.nabl2.terms.matching.PatternVar.getVars() PatternVar.java","115","19"
"mb.nabl2.terms.substitution.FreshVars$$Lambda$314.test(Object)","114","69"
"mb.p_raffrayi.impl.AbstractUnit$1$$Lambda$908.apply(Object, Object)","114","12"
"mb.nabl2.terms.substitution.PersistentSubstitution.contains(ITermVar) PersistentSubstitution.java","113","0"
"com.google.common.collect.ImmutableList$Builder.addAll(Iterable) ImmutableList.java","111","111"
"mb.statix.scopegraph.AScope.matcher() AScope.java","111","0"
"mb.statix.spec.Rule.hashCode() Rule.java","111","68"
"java.util.stream.ReferencePipeline.flatMap(Function) ReferencePipeline.java","111","111"
"mb.nabl2.terms.matching.TermMatch$M.stringValue() TermMatch.java","110","31"
"com.google.common.collect.Sets.difference(Set, Set) Sets.java","110","110"
"mb.statix.solver.query.QueryFilter.unsafeApply(ISubstitution$Immutable) QueryFilter.java","109","0"
"mb.nabl2.terms.build.AAppl2Term.hashCode() AAppl2Term.java","109","18"
"mb.nabl2.terms.build.AConsTerm.isGround() AConsTerm.java","109","0"
"java.util.Map.putIfAbsent(Object, Object) Map.java","108","72"
"mb.statix.concurrent.StatixSolver$1$$Lambda$1085.apply(Object)","107","2"
"mb.nabl2.terms.build.ATermVar.isGround() ATermVar.java","107","107"
"io.usethesource.capsule.core.PersistentTrieMap$TransientTrieMap$1.contains(Object) PersistentTrieMap.java","107","0"
"mb.nabl2.terms.build.ATermVar.match(IListTerm$Cases) ATermVar.java","106","0"
"mb.nabl2.terms.unification.ud.Diseq.rename(IRenaming) Diseq.java","106","0"
"mb.statix.solver.completeness.CompletenessUtil.scopeOrVar() CompletenessUtil.java","106","14"
"mb.p_raffrayi.impl.AbstractUnit.doSetDatum(Object, Object) AbstractUnit.java","106","0"
"mb.scopegraph.oopsla20.reference.EdgeOrData$Data.equals(Object) EdgeOrData.java","106","106"
"mb.statix.solver.completeness.Completeness$Transient.freeze() Completeness.java","105","0"
"mb.statix.concurrent.StatixSolver$1.lambda$13(IResolutionPath) StatixSolver.java","105","0"
"mb.statix.spoofax.StatixTerms.pathToTerm(IResolutionPath, Set) StatixTerms.java","105","20"
"com.google.common.collect.Streams.concat(Stream[]) Streams.java","104","83"
"mb.statix.spec.RuleUtil.lambda$13(PreSolvedConstraint, MultiSet$Transient, ITermVar) RuleUtil.java","104","0"
"mb.statix.spec.RuleUtil$$Lambda$879.test(Object)","104","0"
"mb.nabl2.terms.build.AConsTerm.visitVars(Action1) AConsTerm.java","104","0"
"mb.nabl2.terms.build.AConsTerm.hashCode() AConsTerm.java","103","49"
"sun.reflect.GeneratedMethodAccessor3.invoke(Object, Object[])","103","34"
"mb.p_raffrayi.actors.impl.Actor._return(IActorInternal, Method, ICompletable, Object, Throwable) Actor.java","103","11"
"mb.p_raffrayi.actors.impl.Actor.lambda$12(Action2, Object, Throwable) Actor.java","103","0"
"mb.p_raffrayi.actors.impl.Actor.lambda$7(IActorInternal, Method, ICompletableFuture, Object, Throwable) Actor.java","103","0"
"mb.p_raffrayi.actors.impl.Actor$$Lambda$448.apply(Object, Object)","103","0"
"mb.p_raffrayi.impl.AbstractUnit$1.lambda$3(ILogger, IActorRef, Query, IActorRef, Tuple2, Throwable) AbstractUnit.java","102","0"
"mb.nabl2.terms.unification.u.PersistentUnifier$Immutable$Unify.<init>(PersistentUnifier$Immutable, IUnifier, Predicate1) PersistentUnifier.java","101","0"
"mb.nabl2.terms.matching.PatternVar.getVars() PatternVar.java","100","0"
"io.usethesource.capsule.core.PersistentTrieSet$$Lambda$304.equals(Object, Object)","100","44"
"mb.statix.spec.Rule$Builder.addAllParams(Iterable) Rule.java","100","43"
"java.util.AbstractCollection.isEmpty() AbstractCollection.java","99","99"
"com.google.common.collect.RegularImmutableList.size() RegularImmutableList.java","99","99"
"mb.statix.constraints.CEqual.visitFreeVars(Action1) CEqual.java","99","17"
"io.usethesource.capsule.core.PersistentTrieMap$CompactMapNode.mergeTwoKeyValPairs(Object, Object, int, Object, Object, int, int) PersistentTrieMap.java","98","88"
